gene symbol	pc1	mouse_spleen_and_lymph_nodes_th0_cells	mouse_spleen_and_lymph_nodes_th17_cells	mouse_spleen_and_lymph_nodes_exfoxp3th17_cells	mouse_spleen_and_lymph_nodestreg_cells
mettl1	0.0033846549096842827	0.1996500000000001	5.241050000000001	-12.00555	6.56485
mettl1	0.0033846549096842827	-8.880575	21.942725000000003	-25.830675	12.768525000000004
mettl1	0.0033846549096842827	-5.431375000000003	15.849725	-16.017175	5.598824999999998
mpo	-0.0028955441144848442	-0.2426674999999996	0.08229250000000032	-1.2819974999999997	1.4423725000000003
mrpl12	0.004140762224976958	-39.1155	143.11950000000002	-200.7785	96.77449999999999
mrps6	0.003379662302839112	-121.84262500000001	-66.62312500000002	193.483875	-5.018125000000026
mrps6	0.003379662302839112	-280.30449999999996	-143.11849999999998	444.5635	-21.140499999999975
mthfd2	0.007657898452703556	76.28875	-9.14425	-158.16125000000002	91.01675
mthfd2	0.007657898452703556	116.18325000000004	-16.711749999999938	-192.93575000000004	93.46424999999988
mybbp1a	0.008593670186604462	0.6631750000000025	28.958174999999997	-30.062425	0.4410749999999979
mybbp1a	0.008593670186604462	17.499250000000075	168.50225000000012	-230.68274999999994	44.68125000000009
myc	0.011306107293422137	-8.706749999999943	410.48825	-353.41875	-48.362750000000005
myh9	-0.008587279420791455	225.51499999999987	-341.66100000000006	227.65499999999997	-111.5089999999999
myh9	-0.008587279420791455	156.51	-188.36899999999997	128.08799999999985	-96.22899999999998
myh9	-0.008587279420791455	706.0899999999997	-928.7300000000005	718.1699999999996	-495.5300000000002
myh9	-0.008587279420791455	13.480125000000001	-24.331075	20.114625000000004	-9.263675
myl12b	-0.009022558903405888	490.4324999999999	-665.2475	654.2225000000003	-479.40750000000025
myl12b	-0.009022558903405888	6.573332500000001	-11.1582975	2.950732500000001	1.6342324999999995
napsa	-0.0025702778596984315	-2.343724999999999	-0.6224149999999984	-3.313554999999999	6.279695
napsa	-0.0025702778596984315	2.5280572499999994	0.77713725	-2.02778175	-1.27741275
nars	0.009892123647765285	-106.09275000000014	201.73125000000005	-153.52075000000013	57.882249999999885
nars	0.009892123647765285	-26.110000000000014	232.03999999999985	-180.827	-25.103000000000065
ncf1	-0.009406986498569726	0.698640000000001	4.968440000000001	-9.71772	4.050640000000001
ncf1	-0.009406986498569726	-7.3856674999999985	23.2766325	-19.313097499999998	3.4221325000000036
